Issue_ID,Business_Unit,Issue_Type,Risk_Level,Date_Opened,Days_Open,SLA_Limit,SLA_Status,Remediation_Status
ISSUE-27331,Credit Cards,AML,Medium,2026-06-30,53,30,Breached,In Progress
ISSUE-59330,Retail Banking,KYC,High,2026-07-08,45,15,Breached,In Progress
ISSUE-13917,Retail Banking,AML,High,2026-06-01,10,15,On-Track,Closed
ISSUE-43070,Credit Cards,Sanctions,Medium,2026-05-10,32,30,Breached,Closed
ISSUE-62734,Wealth Management,AML,High,2026-06-13,70,15,Breached,Open
ISSUE-67636,Wealth Management,AML,High,2026-04-26,118,15,Breached,Open
ISSUE-67269,Investment Banking,Transaction Monitoring,High,2026-06-20,63,15,Breached,In Progress
ISSUE-97283,Corporate Banking,AML,Low,2026-07-30,23,60,On-Track,In Progress
ISSUE-74801,Corporate Banking,Sanctions,High,2026-06-30,4,15,On-Track,Closed
ISSUE-93404,Investment Banking,Transaction Monitoring,Medium,2026-06-03,80,30,Breached,Open
ISSUE-10265,Wealth Management,KYC,Low,2026-07-06,47,60,On-Track,Open
ISSUE-30490,Corporate Banking,Transaction Monitoring,Medium,2026-07-04,49,30,Breached,Open
ISSUE-40903,Investment Banking,AML,High,2026-06-16,67,15,Breached,In Progress
ISSUE-84816,Investment Banking,Sanctions,Medium,2026-07-13,32,30,Breached,Closed
ISSUE-41455,Retail Banking,Fraud,Medium,2026-08-07,15,30,On-Track,In Progress
ISSUE-88749,Investment Banking,KYC,High,2026-07-28,25,15,Breached,Open
ISSUE-24822,Wealth Management,Fraud,Low,2026-05-18,53,60,On-Track,Closed
ISSUE-22160,Retail Banking,AML,Medium,2026-05-17,97,30,Breached,Open
ISSUE-90343,Investment Banking,AML,Medium,2026-06-13,70,30,Breached,Open
ISSUE-61840,Credit Cards,AML,High,2026-08-06,2,15,On-Track,Closed
ISSUE-98136,Wealth Management,KYC,Low,2026-07-11,42,60,On-Track,Open
ISSUE-61983,Wealth Management,Transaction Monitoring,Medium,2026-04-28,29,30,On-Track,Closed
ISSUE-25670,Corporate Banking,Sanctions,High,2026-06-28,6,15,On-Track,Closed
ISSUE-43242,Investment Banking,Transaction Monitoring,Low,2026-06-26,43,60,On-Track,Closed
ISSUE-79251,Investment Banking,Sanctions,Medium,2026-07-30,18,30,On-Track,Closed
ISSUE-37162,Corporate Banking,KYC,Low,2026-06-07,56,60,On-Track,Closed
ISSUE-14833,Wealth Management,KYC,High,2026-06-26,5,15,On-Track,Closed
ISSUE-89764,Corporate Banking,Sanctions,High,2026-06-10,73,15,Breached,In Progress
ISSUE-37039,Wealth Management,Transaction Monitoring,Low,2026-06-17,66,60,Breached,In Progress
ISSUE-77343,Corporate Banking,AML,Medium,2026-07-23,7,30,On-Track,Closed
ISSUE-65382,Corporate Banking,Fraud,Low,2026-07-26,27,60,On-Track,Open
ISSUE-92294,Credit Cards,AML,High,2026-05-02,112,15,Breached,In Progress
ISSUE-84843,Wealth Management,Sanctions,High,2026-05-25,89,15,Breached,Open
ISSUE-83918,Retail Banking,Transaction Monitoring,High,2026-07-02,6,15,On-Track,Closed
ISSUE-46456,Investment Banking,Sanctions,High,2026-07-04,16,15,Breached,Closed
ISSUE-87199,Credit Cards,Fraud,Low,2026-08-02,48,60,On-Track,Closed
ISSUE-54839,Credit Cards,Fraud,Medium,2026-05-04,110,30,Breached,In Progress
ISSUE-55029,Investment Banking,Transaction Monitoring,Low,2026-06-16,67,60,Breached,Open
ISSUE-92259,Corporate Banking,AML,Medium,2026-05-09,105,30,Breached,Open
ISSUE-92166,Retail Banking,Fraud,Medium,2026-08-11,11,30,On-Track,In Progress
ISSUE-57492,Retail Banking,KYC,High,2026-07-10,43,15,Breached,In Progress
ISSUE-87921,Investment Banking,Fraud,Low,2026-06-18,65,60,Breached,In Progress
ISSUE-41453,Corporate Banking,Transaction Monitoring,High,2026-08-20,2,15,On-Track,Open
ISSUE-14784,Credit Cards,AML,Low,2026-07-08,45,60,On-Track,In Progress
ISSUE-41373,Wealth Management,Sanctions,Medium,2026-05-07,107,30,Breached,Open
ISSUE-91725,Corporate Banking,Transaction Monitoring,High,2026-06-02,5,15,On-Track,Closed
ISSUE-43260,Wealth Management,Fraud,Low,2026-05-30,84,60,Breached,In Progress
ISSUE-53691,Corporate Banking,Fraud,High,2026-07-11,42,15,Breached,Open
ISSUE-53328,Retail Banking,AML,Low,2026-05-16,25,60,On-Track,Closed
ISSUE-28398,Retail Banking,KYC,Medium,2026-06-29,54,30,Breached,In Progress
ISSUE-56017,Retail Banking,Sanctions,Low,2026-04-26,118,60,Breached,In Progress
ISSUE-85731,Wealth Management,AML,Low,2026-04-29,115,60,Breached,Open
ISSUE-18767,Retail Banking,Sanctions,High,2026-04-28,116,15,Breached,Open
ISSUE-81334,Investment Banking,KYC,Medium,2026-07-10,8,30,On-Track,Closed
ISSUE-39631,Retail Banking,Sanctions,Medium,2026-07-01,52,30,Breached,In Progress
ISSUE-65228,Credit Cards,Fraud,High,2026-05-31,83,15,Breached,Open
ISSUE-95298,Investment Banking,AML,Medium,2026-08-11,11,30,On-Track,In Progress
ISSUE-69811,Corporate Banking,KYC,High,2026-06-17,66,15,Breached,In Progress
ISSUE-12230,Retail Banking,Sanctions,Low,2026-06-09,74,60,Breached,In Progress
ISSUE-46095,Investment Banking,AML,High,2026-05-29,85,15,Breached,In Progress
ISSUE-60641,Investment Banking,Transaction Monitoring,High,2026-08-04,12,15,On-Track,Closed
ISSUE-57606,Credit Cards,AML,Medium,2026-05-19,9,30,On-Track,Closed
ISSUE-91256,Credit Cards,Sanctions,Medium,2026-07-26,27,30,On-Track,Open
ISSUE-22449,Investment Banking,AML,Low,2026-04-30,114,60,Breached,Open
ISSUE-59617,Retail Banking,KYC,Medium,2026-06-23,60,30,Breached,In Progress
ISSUE-74724,Investment Banking,Fraud,Medium,2026-06-13,18,30,On-Track,Closed
ISSUE-64769,Retail Banking,Fraud,Low,2026-05-23,23,60,On-Track,Closed
ISSUE-30073,Corporate Banking,KYC,Medium,2026-05-08,106,30,Breached,In Progress
ISSUE-62814,Wealth Management,Transaction Monitoring,Medium,2026-05-01,113,30,Breached,Open
ISSUE-75794,Corporate Banking,Sanctions,Low,2026-08-07,15,60,On-Track,In Progress
ISSUE-26457,Corporate Banking,AML,Low,2026-07-16,37,60,On-Track,Open
ISSUE-71858,Corporate Banking,Fraud,High,2026-06-18,65,15,Breached,In Progress
ISSUE-38224,Wealth Management,Sanctions,Low,2026-05-25,58,60,On-Track,Closed
ISSUE-15088,Investment Banking,KYC,Low,2026-05-25,89,60,Breached,In Progress
ISSUE-99408,Wealth Management,Fraud,Medium,2026-05-28,86,30,Breached,In Progress
ISSUE-25948,Wealth Management,Transaction Monitoring,Medium,2026-05-29,15,30,On-Track,Closed
ISSUE-49294,Investment Banking,Transaction Monitoring,Medium,2026-08-19,3,30,On-Track,Open
ISSUE-11862,Corporate Banking,KYC,High,2026-06-22,61,15,Breached,Open
ISSUE-81898,Wealth Management,Fraud,Low,2026-06-30,53,60,On-Track,Open
ISSUE-65177,Corporate Banking,Transaction Monitoring,Medium,2026-05-25,89,30,Breached,In Progress
ISSUE-24124,Wealth Management,Transaction Monitoring,High,2026-05-16,5,15,On-Track,Closed
ISSUE-22409,Wealth Management,AML,Low,2026-06-13,70,60,Breached,Open
ISSUE-68726,Retail Banking,AML,Low,2026-06-16,67,60,Breached,Open
ISSUE-62942,Investment Banking,Transaction Monitoring,Low,2026-05-10,104,60,Breached,Open
ISSUE-78141,Investment Banking,AML,High,2026-05-30,84,15,Breached,Open
ISSUE-29838,Retail Banking,Transaction Monitoring,Medium,2026-08-09,14,30,On-Track,Closed
ISSUE-77461,Wealth Management,Transaction Monitoring,Medium,2026-05-30,33,30,Breached,Closed
ISSUE-99105,Retail Banking,KYC,High,2026-06-25,58,15,Breached,In Progress
ISSUE-17703,Investment Banking,Transaction Monitoring,Low,2026-08-14,8,60,On-Track,In Progress
ISSUE-40213,Retail Banking,Fraud,Medium,2026-08-17,11,30,On-Track,Closed
ISSUE-34916,Investment Banking,Sanctions,High,2026-06-29,11,15,On-Track,Closed
ISSUE-73187,Investment Banking,KYC,Medium,2026-07-22,31,30,Breached,Open
ISSUE-49746,Wealth Management,AML,High,2026-05-12,102,15,Breached,In Progress
ISSUE-30238,Retail Banking,KYC,High,2026-07-02,51,15,Breached,In Progress
ISSUE-83864,Credit Cards,Fraud,Medium,2026-07-02,51,30,Breached,Open
ISSUE-40819,Credit Cards,Fraud,High,2026-05-13,101,15,Breached,In Progress
ISSUE-31619,Corporate Banking,Fraud,Medium,2026-05-02,112,30,Breached,Open
ISSUE-99384,Retail Banking,Sanctions,Medium,2026-05-21,3,30,On-Track,Closed
ISSUE-47821,Retail Banking,Sanctions,Low,2026-07-26,27,60,On-Track,In Progress
ISSUE-46186,Investment Banking,KYC,High,2026-07-24,14,15,On-Track,Closed
ISSUE-81623,Credit Cards,KYC,Low,2026-07-11,42,60,On-Track,In Progress
ISSUE-48805,Credit Cards,Fraud,High,2026-06-23,60,15,Breached,Open
ISSUE-37421,Wealth Management,Transaction Monitoring,High,2026-07-25,28,15,Breached,In Progress
ISSUE-62357,Investment Banking,Fraud,Medium,2026-06-02,20,30,On-Track,Closed
ISSUE-30459,Investment Banking,Fraud,Low,2026-07-21,32,60,On-Track,In Progress
ISSUE-83591,Retail Banking,AML,Low,2026-05-07,107,60,Breached,In Progress
ISSUE-55562,Retail Banking,Sanctions,Medium,2026-06-01,82,30,Breached,Open
ISSUE-29367,Wealth Management,KYC,Low,2026-07-01,52,60,On-Track,In Progress
ISSUE-97143,Investment Banking,AML,Medium,2026-07-28,25,30,On-Track,In Progress
ISSUE-71158,Wealth Management,AML,High,2026-06-07,76,15,Breached,In Progress
ISSUE-46227,Corporate Banking,Sanctions,Low,2026-05-11,103,60,Breached,In Progress
ISSUE-94234,Credit Cards,Sanctions,Low,2026-04-30,114,60,Breached,In Progress
ISSUE-50852,Corporate Banking,Transaction Monitoring,Low,2026-07-23,30,60,On-Track,Open
ISSUE-86861,Investment Banking,Fraud,High,2026-06-21,62,15,Breached,In Progress
ISSUE-90366,Investment Banking,Fraud,Low,2026-06-23,9,60,On-Track,Closed
ISSUE-55549,Wealth Management,KYC,Low,2026-05-14,100,60,Breached,Open
ISSUE-35205,Corporate Banking,Fraud,Low,2026-07-29,24,60,On-Track,Open
ISSUE-23179,Credit Cards,Fraud,Medium,2026-05-06,108,30,Breached,In Progress
ISSUE-87588,Corporate Banking,Sanctions,Medium,2026-06-06,77,30,Breached,Open
ISSUE-39927,Corporate Banking,Transaction Monitoring,High,2026-05-26,7,15,On-Track,Closed
ISSUE-54069,Retail Banking,AML,High,2026-05-01,113,15,Breached,Open
ISSUE-49928,Corporate Banking,KYC,Medium,2026-08-21,1,30,On-Track,Open
ISSUE-46682,Credit Cards,Fraud,Medium,2026-08-12,7,30,On-Track,Closed
ISSUE-53446,Investment Banking,Transaction Monitoring,Medium,2026-05-20,94,30,Breached,Open
ISSUE-68335,Investment Banking,Sanctions,Low,2026-06-17,60,60,On-Track,Closed
ISSUE-45324,Credit Cards,Fraud,Low,2026-06-09,51,60,On-Track,Closed
ISSUE-50774,Investment Banking,Sanctions,Low,2026-06-26,27,60,On-Track,Closed
ISSUE-53785,Corporate Banking,AML,High,2026-06-03,80,15,Breached,Open
ISSUE-97807,Credit Cards,KYC,High,2026-05-10,104,15,Breached,Open
ISSUE-61269,Credit Cards,AML,Medium,2026-06-22,61,30,Breached,Open
ISSUE-20978,Investment Banking,KYC,Low,2026-05-07,107,60,Breached,In Progress
ISSUE-57349,Retail Banking,Fraud,Low,2026-07-20,33,60,On-Track,Open
ISSUE-33705,Credit Cards,AML,Low,2026-05-10,27,60,On-Track,Closed
ISSUE-81523,Credit Cards,KYC,Medium,2026-07-20,33,30,Breached,Open
ISSUE-46380,Retail Banking,Sanctions,Low,2026-08-13,30,60,On-Track,Closed
ISSUE-91427,Investment Banking,Fraud,Low,2026-07-30,35,60,On-Track,Closed
ISSUE-90137,Investment Banking,Transaction Monitoring,Medium,2026-08-13,9,30,On-Track,Open
ISSUE-77918,Investment Banking,KYC,Low,2026-05-24,90,60,Breached,Open
ISSUE-69123,Investment Banking,AML,Medium,2026-05-08,9,30,On-Track,Closed
ISSUE-34083,Retail Banking,KYC,High,2026-08-10,12,15,On-Track,In Progress
ISSUE-69224,Corporate Banking,Sanctions,Low,2026-04-29,115,60,Breached,In Progress
ISSUE-53027,Investment Banking,Transaction Monitoring,High,2026-06-26,18,15,Breached,Closed
ISSUE-26841,Credit Cards,Fraud,High,2026-04-24,120,15,Breached,In Progress
ISSUE-52731,Credit Cards,Transaction Monitoring,Medium,2026-07-15,13,30,On-Track,Closed
ISSUE-39316,Corporate Banking,KYC,Low,2026-08-08,14,60,On-Track,Open
ISSUE-49249,Credit Cards,AML,High,2026-07-22,31,15,Breached,Open
ISSUE-46175,Credit Cards,AML,Medium,2026-07-27,26,30,On-Track,In Progress
ISSUE-29636,Investment Banking,AML,High,2026-05-19,95,15,Breached,In Progress
ISSUE-66522,Investment Banking,Fraud,Low,2026-05-27,87,60,Breached,In Progress
ISSUE-26837,Corporate Banking,Transaction Monitoring,Medium,2026-05-20,94,30,Breached,In Progress
ISSUE-89400,Corporate Banking,AML,High,2026-06-30,15,15,On-Track,Closed
ISSUE-79965,Credit Cards,Fraud,High,2026-06-15,7,15,On-Track,Closed
ISSUE-44856,Credit Cards,AML,High,2026-06-08,75,15,Breached,In Progress
ISSUE-68775,Corporate Banking,KYC,Low,2026-08-02,17,60,On-Track,Closed
ISSUE-20920,Investment Banking,Fraud,Medium,2026-08-20,2,30,On-Track,Open
ISSUE-56426,Wealth Management,KYC,Medium,2026-05-23,18,30,On-Track,Closed
ISSUE-83299,Corporate Banking,AML,High,2026-08-06,13,15,On-Track,Closed
ISSUE-25450,Investment Banking,AML,Medium,2026-05-15,99,30,Breached,In Progress
ISSUE-69306,Investment Banking,KYC,Medium,2026-08-12,10,30,On-Track,Open
ISSUE-32628,Credit Cards,Transaction Monitoring,Low,2026-04-27,117,60,Breached,Open
ISSUE-26299,Credit Cards,Sanctions,Medium,2026-05-23,21,30,On-Track,Closed
ISSUE-61087,Credit Cards,Sanctions,Low,2026-06-29,44,60,On-Track,Closed
ISSUE-39485,Credit Cards,KYC,Low,2026-07-27,26,60,On-Track,In Progress
ISSUE-24171,Investment Banking,KYC,Low,2026-08-03,51,60,On-Track,Closed
ISSUE-34254,Corporate Banking,Transaction Monitoring,Low,2026-08-11,11,60,On-Track,In Progress
ISSUE-42971,Corporate Banking,KYC,High,2026-06-23,60,15,Breached,In Progress
ISSUE-41983,Investment Banking,Sanctions,Low,2026-05-24,54,60,On-Track,Closed
ISSUE-44671,Credit Cards,KYC,High,2026-07-07,46,15,Breached,Open
ISSUE-88168,Wealth Management,AML,Medium,2026-06-13,70,30,Breached,In Progress
ISSUE-70077,Investment Banking,AML,Low,2026-08-13,9,60,On-Track,Open
ISSUE-55054,Retail Banking,Fraud,Low,2026-05-16,98,60,Breached,Open
ISSUE-65504,Retail Banking,Transaction Monitoring,Low,2026-06-03,80,60,Breached,Open
ISSUE-73099,Corporate Banking,AML,Medium,2026-05-29,2,30,On-Track,Closed
ISSUE-31478,Corporate Banking,AML,Medium,2026-08-21,9,30,On-Track,Closed
ISSUE-21732,Wealth Management,AML,Medium,2026-05-23,91,30,Breached,In Progress
ISSUE-19495,Credit Cards,KYC,Low,2026-06-18,65,60,Breached,Open
ISSUE-68225,Investment Banking,Fraud,High,2026-08-01,21,15,Breached,In Progress
ISSUE-55163,Credit Cards,Sanctions,High,2026-06-07,76,15,Breached,In Progress
ISSUE-82185,Credit Cards,AML,High,2026-05-26,88,15,Breached,In Progress
ISSUE-77051,Credit Cards,Fraud,High,2026-04-26,6,15,On-Track,Closed
ISSUE-44339,Wealth Management,KYC,High,2026-08-18,9,15,On-Track,Closed
ISSUE-27467,Retail Banking,Sanctions,Medium,2026-07-08,45,30,Breached,Open
ISSUE-63109,Corporate Banking,AML,Medium,2026-06-27,13,30,On-Track,Closed
ISSUE-24282,Investment Banking,Transaction Monitoring,High,2026-06-04,79,15,Breached,In Progress
ISSUE-23165,Wealth Management,Sanctions,Medium,2026-05-22,33,30,Breached,Closed
ISSUE-84181,Corporate Banking,KYC,High,2026-06-01,82,15,Breached,In Progress
ISSUE-12806,Corporate Banking,KYC,High,2026-07-06,47,15,Breached,Open
ISSUE-93546,Retail Banking,Fraud,Low,2026-07-25,40,60,On-Track,Closed
ISSUE-34814,Corporate Banking,KYC,Low,2026-07-08,45,60,On-Track,Open
ISSUE-76646,Investment Banking,AML,Medium,2026-08-14,8,30,On-Track,Open
ISSUE-36382,Credit Cards,Fraud,Medium,2026-06-18,65,30,Breached,In Progress
ISSUE-37702,Corporate Banking,AML,High,2026-06-01,2,15,On-Track,Closed
ISSUE-65841,Credit Cards,Sanctions,Medium,2026-06-23,60,30,Breached,Open
ISSUE-37101,Retail Banking,AML,Low,2026-07-11,55,60,On-Track,Closed
ISSUE-40857,Corporate Banking,KYC,Low,2026-05-28,86,60,Breached,Open
ISSUE-71711,Wealth Management,Sanctions,Medium,2026-05-06,108,30,Breached,In Progress
ISSUE-87548,Corporate Banking,Fraud,High,2026-04-24,120,15,Breached,In Progress
ISSUE-19915,Retail Banking,AML,Low,2026-08-18,4,60,On-Track,In Progress
ISSUE-85833,Credit Cards,Transaction Monitoring,High,2026-06-25,58,15,Breached,In Progress
ISSUE-55296,Wealth Management,KYC,High,2026-07-18,17,15,Breached,Closed
ISSUE-23908,Wealth Management,Fraud,High,2026-05-26,19,15,Breached,Closed
ISSUE-95990,Corporate Banking,Transaction Monitoring,Medium,2026-05-01,18,30,On-Track,Closed
ISSUE-92543,Credit Cards,Sanctions,Medium,2026-05-07,107,30,Breached,Open
ISSUE-98542,Corporate Banking,AML,Low,2026-05-23,91,60,Breached,In Progress
ISSUE-31990,Corporate Banking,AML,Low,2026-05-05,45,60,On-Track,Closed
ISSUE-56973,Retail Banking,AML,High,2026-07-06,47,15,Breached,In Progress
ISSUE-32869,Wealth Management,AML,High,2026-05-02,112,15,Breached,Open
ISSUE-49878,Wealth Management,Transaction Monitoring,Medium,2026-06-25,58,30,Breached,Open
ISSUE-81974,Corporate Banking,KYC,High,2026-04-30,114,15,Breached,In Progress
ISSUE-48944,Retail Banking,Sanctions,High,2026-04-25,119,15,Breached,Open
ISSUE-38378,Corporate Banking,KYC,Low,2026-06-03,54,60,On-Track,Closed
ISSUE-17614,Wealth Management,Sanctions,Low,2026-05-19,25,60,On-Track,Closed
ISSUE-31491,Credit Cards,KYC,High,2026-08-21,1,15,On-Track,Open
ISSUE-90792,Wealth Management,Transaction Monitoring,Medium,2026-06-07,76,30,Breached,In Progress
ISSUE-45387,Investment Banking,Transaction Monitoring,High,2026-06-23,60,15,Breached,In Progress
ISSUE-56243,Investment Banking,Transaction Monitoring,Low,2026-05-13,101,60,Breached,Open
ISSUE-22953,Investment Banking,Fraud,Medium,2026-05-10,104,30,Breached,Open
ISSUE-24981,Wealth Management,Sanctions,Low,2026-07-13,65,60,Breached,Closed
ISSUE-72427,Retail Banking,KYC,Medium,2026-07-31,22,30,On-Track,Open
ISSUE-14961,Corporate Banking,Transaction Monitoring,Medium,2026-07-15,38,30,Breached,In Progress
ISSUE-19409,Credit Cards,Transaction Monitoring,Low,2026-05-20,44,60,On-Track,Closed
ISSUE-98454,Corporate Banking,Sanctions,Medium,2026-08-10,12,30,On-Track,In Progress
ISSUE-80147,Retail Banking,KYC,High,2026-05-17,10,15,On-Track,Closed
ISSUE-56155,Corporate Banking,Fraud,High,2026-05-03,111,15,Breached,Open
ISSUE-89261,Wealth Management,KYC,Medium,2026-07-24,15,30,On-Track,Closed
ISSUE-82989,Credit Cards,Fraud,Medium,2026-05-06,25,30,On-Track,Closed
ISSUE-64975,Credit Cards,KYC,Medium,2026-08-11,11,30,On-Track,In Progress
ISSUE-91320,Investment Banking,AML,Medium,2026-08-03,33,30,Breached,Closed
ISSUE-39817,Corporate Banking,Fraud,High,2026-05-23,6,15,On-Track,Closed
ISSUE-57102,Investment Banking,Transaction Monitoring,Medium,2026-07-26,27,30,On-Track,Open
ISSUE-66259,Corporate Banking,Fraud,Medium,2026-06-01,82,30,Breached,In Progress
ISSUE-47642,Investment Banking,Transaction Monitoring,High,2026-05-04,110,15,Breached,Open
ISSUE-36333,Retail Banking,AML,Low,2026-07-03,50,60,On-Track,Open
ISSUE-59784,Wealth Management,AML,High,2026-08-17,5,15,On-Track,In Progress
ISSUE-42769,Wealth Management,Fraud,Low,2026-08-06,16,60,On-Track,In Progress
ISSUE-76007,Credit Cards,Sanctions,Low,2026-06-13,70,60,Breached,Open
ISSUE-62626,Retail Banking,AML,Medium,2026-07-26,27,30,On-Track,Open
ISSUE-69330,Wealth Management,KYC,Medium,2026-07-11,42,30,Breached,Open
ISSUE-32168,Corporate Banking,Fraud,Low,2026-05-20,94,60,Breached,In Progress
ISSUE-53565,Wealth Management,Fraud,Low,2026-05-03,3,60,On-Track,Closed
ISSUE-63223,Investment Banking,Sanctions,High,2026-05-20,17,15,Breached,Closed
ISSUE-88278,Credit Cards,Sanctions,High,2026-06-04,79,15,Breached,In Progress
ISSUE-56200,Retail Banking,Fraud,Medium,2026-05-08,13,30,On-Track,Closed
ISSUE-15701,Wealth Management,Transaction Monitoring,High,2026-07-25,8,15,On-Track,Closed
ISSUE-57369,Wealth Management,Sanctions,Medium,2026-05-26,88,30,Breached,In Progress
ISSUE-78966,Retail Banking,KYC,Low,2026-08-21,47,60,On-Track,Closed
ISSUE-48863,Retail Banking,Fraud,Medium,2026-08-20,2,30,On-Track,Open
ISSUE-95543,Investment Banking,Sanctions,High,2026-07-27,26,15,Breached,Open
ISSUE-67464,Credit Cards,Sanctions,Low,2026-07-31,28,60,On-Track,Closed
ISSUE-58549,Corporate Banking,AML,Medium,2026-08-03,22,30,On-Track,Closed
ISSUE-11082,Retail Banking,AML,Low,2026-06-21,62,60,Breached,Open
ISSUE-58514,Credit Cards,Sanctions,Low,2026-05-05,109,60,Breached,Open
ISSUE-12316,Investment Banking,Transaction Monitoring,Medium,2026-08-10,15,30,On-Track,Closed
ISSUE-15442,Retail Banking,Fraud,High,2026-05-29,14,15,On-Track,Closed
ISSUE-91631,Investment Banking,Fraud,High,2026-07-21,32,15,Breached,In Progress
ISSUE-56435,Investment Banking,Fraud,Medium,2026-08-17,5,30,On-Track,Open
ISSUE-35279,Retail Banking,KYC,Medium,2026-08-07,15,30,On-Track,In Progress
ISSUE-19500,Retail Banking,AML,High,2026-05-29,85,15,Breached,Open
ISSUE-46961,Retail Banking,Transaction Monitoring,Medium,2026-07-23,27,30,On-Track,Closed
ISSUE-95877,Retail Banking,AML,Medium,2026-07-23,30,30,On-Track,In Progress
ISSUE-33704,Corporate Banking,AML,Low,2026-06-27,19,60,On-Track,Closed
ISSUE-24998,Wealth Management,AML,Medium,2026-07-14,27,30,On-Track,Closed
ISSUE-42143,Corporate Banking,Sanctions,Low,2026-04-27,117,60,Breached,Open
ISSUE-70528,Corporate Banking,Sanctions,Medium,2026-08-06,16,30,On-Track,Closed
ISSUE-50807,Corporate Banking,Sanctions,Medium,2026-07-08,20,30,On-Track,Closed
ISSUE-21553,Credit Cards,Fraud,High,2026-05-15,99,15,Breached,Open
ISSUE-13306,Retail Banking,KYC,Low,2026-04-24,120,60,Breached,In Progress
